Dreyer 53 27 57 99 87 65
Wieck 69 74 4 50 95 72
Holtan 56 51 80 83 55 80
Frickel 79 5 95 26 58 88
Aurelio 93 18 0 98 87 0
Carbon 27 55 47 29 47 36
Waskin 93 39 13 93 50 74
Tomasi 92 93 91 47 23 23
Helmle 69 86 30 33 70 79
Leech 46 15 86 74 15 68
Bink 86 42 33 6 71 35
Lacefield 65 45 68 3 56 83
Eglinton 56 55 73 81 7 53
Ronhaar 42 83 38 22 19 46
Klebanoff 32 77 50 90 37 34
Mahood 96 56 22 7 97 43
Gowdy 68 99 35 57 38 69
Pompei 26 13 23 2 49 90
Colton 70 6 96 75 49 27
Rheaume 68 1 44 72 69 99
Bovia 14 34 47 73 9 12
Carrizo 18 15 63 54 37 0
Lofstrom 51 14 89 69 7 53
Fancher 77 74 46 75 11 30
Egbe 7 21 39 8 63 86
Cardiel 26 15 40 94 32 56
Oguinn 87 26 89 90 17 65
Lekas 13 49 3 87 81 63
Lampe 36 68 1 39 28 79
Balsley 5 62 29 13 46 74
Ortmeyer 10 70 53 49 36 23
Truby 75 20 80 0 0 42
Pinena 15 99 54 87 24 39
Furches 8 24 39 48 63 10
Vantassel 92 44 43 90 86 43
Cuzick 84 86 38 21 71 82
Halperin 80 70 30 59 13 64
Bantug 11 40 35 66 27 21
Wisehart 78 30 66 90 8 37
Thran 99 72 25 47 78 3
Maclaurin 65 36 20 77 27 86
Hatley 6 38 48 90 74 40
Sommer 16 31 14 88 48 78
Lodato 93 12 25 57 24 72
Kenrick 64 62 87 34 86 0
Massee 9 97 75 80 91 30
Artinian 82 33 5 50 60 63
Flahive 70 45 99 72 66 77
Bellhouse 11 78 53 59 9 64
Christel 32 40 64 41 97 62
Gacke 38 21 39 41 73 14
Suit 65 61 57 7 92 68
Goates 12 16 64 16 11 98
Dowers 13 80 79 88 84 0
Dagenhart 94 70 82 61 6 38
Nigon 87 41 15 42 39 25
Newville 43 54 18 44 82 48
Seager 14 56 18 12 46 35
Frutiger 66 2 78 56 13 28
Juntunen 12 71 27 82 8 68
Klis 77 91 98 2 52 3
Hensle 15 32 81 11 62 15
Brumley 17 3 34 33 30 34
Wehrwein 40 19 57 26 53 11
Byker 11 47 71 67 61 22
Shifley 33 83 2 71 99 74
Goedicke 61 92 90 88 48 57
Petta 98 12 6 90 14 0
Ochinang 70 33 67 43 36 74
Hagedorn 41 52 32 33 97 75
Barket 90 37 44 66 32 27
Steir 29 13 67 62 69 50
Clavelle 16 82 15 3 60 63
Vivenzio 38 13 42 79 30 76
Trott 84 57 11 8 46 38
Ouinones 11 8 55 35 37 21
Keats 34 60 91 43 79 92
Guitterez 41 57 85 0 15 45
Ferrett 41 27 35 41 61 73
Brearley 73 54 40 80 98 42
Brighter 66 65 35 1 55 90
Shelvey 72 22 21 77 40 81
Barrera 38 39 53 26 5 42
Starbuck 88 26 75 52 34 76
Andrson 48 59 70 57 32 62
Peluse 19 23 24 89 97 18
Accornero 36 79 99 11 83 85
Chaidy 25 73 91 19 16 11
Dahlke 52 1 5 52 61 42
Mckinsey 27 20 57 1 76 27
Brandon 52 5 36 4 15 34
Roll 71 19 76 90 2 99
Palms 59 54 27 12 40 83
Robarge 93 3 16 62 70 4
Hayford 16 97 54 25 58 56
Goda 13 89 44 80 29 45
Dewit 87 75 3 32 55 57
Julander 13 43 8 19 44 72
Zielke 18 29 20 5 48 87
Shi 83 43 13 31 0 15
Topez 55 15 26 17 37 79
Lope 18 49 9 8 73 94
Chadburn 23 72 36 39 25 66
Pannhoff 82 15 48 1 95 26
Redig 10 86 66 91 55 90
Hollmann 24 56 64 44 58 97
Calvert 81 75 98 43 69 40
Routt 50 93 40 22 48 75
Akbari 51 45 83 25 21 27
Yelverton 15 71 91 32 98 51
Claybrooks 38 20 82 12 16 80
Tuckerman 8 33 39 50 25 72
Suski 62 46 69 71 31 93
Argento 10 3 30 66 66 9
Brockus 56 43 76 45 24 78
Schanding 12 10 58 31 94 46
Kemmeries 36 40 6 64 72 29
Pellegrino 6 34 6 50 9 45
Aiona 3 17 49 80 63 23
Putcha 4 21 83 57 14 40
Glueckert 65 8 6 79 5 17
Chaisson 3 7 29 83 60 9
Rebeles 85 84 43 32 45 66
Colemen 1 73 73 75 58 19
Calcagino 7 10 9 59 10 2
Viall 22 54 80 91 10 13
Cornwell 92 76 77 66 50 77
Fosnough 37 26 73 48 89 69
Luczak 80 69 18 48 73 41
Nuhn 63 11 66 57 61 89
Mentgen 7 21 96 84 88 73
Bittinger 73 73 83 76 5 32
Cates 92 26 9 8 15 89
Seehafer 52 53 89 28 12 34
Suchocki 52 89 7 64 32 55
Tatis 34 31 75 50 67 50
Bodak 16 63 99 67 48 29
Soula 29 19 34 0 21 81
Zitzmann 72 3 6 53 78 61
Greenhoward 27 23 58 37 99 0
Hamnon 23 9 81 77 38 25
Nickelson 54 94 8 72 7 25
Sutter 24 2 78 1 27 28
Riveron 45 49 38 63 59 55
Peasel 11 54 53 52 25 54
Ebbing 88 77 60 73 4 75
Sissel 15 91 4 15 45 33
Weatherby 40 67 97 46 38 4
Boissonnault 38 89 43 33 95 89
Holtzclaw 23 82 82 11 70 20
Sandoe 28 7 99 73 49 21
Corrales 82 41 15 42 61 72
Gianelli 23 75 1 93 86 63
Overbo 19 92 16 67 14 59
Manalang 14 71 44 4 64 60
Rovira 17 74 51 66 84 83
Culotti 98 91 97 37 12 44
Heggestad 13 28 38 88 32 70
Cooperwood 65 73 56 98 36 8
Cagno 60 50 61 15 30 13
Cushman 87 84 62 4 23 54
Macgillivray 48 93 39 72 4 72
Holdeman 46 8 69 58 27 30
Sprygada 19 48 68 42 16 39
Alderson 57 36 29 49 59 42
Torguson 41 93 14 23 95 93
Eklund 61 51 87 53 92 60
Rotty 7 84 99 42 20 99
Sanderfur 27 33 51 58 40 99
Mada 37 76 50 76 80 59
Hatlee 43 11 77 51 33 92
Karageorge 18 81 87 44 98 33
Marshak 22 57 74 33 4 42
Kingfisher 24 70 78 47 92 52
Shula 75 9 62 63 53 31
Bittman 21 13 77 94 31 43
Corf 43 68 63 85 53 39
Fresta 99 84 46 44 63 72
Sheekey 24 72 77 27 46 86
Adelmund 15 22 96 45 17 42
Giardino 92 67 71 57 64 71
Poser 36 65 72 1 0 33
Irineo 31 0 25 69 37 90
Fahrenwald 88 38 59 84 11 85
Wildfong 95 6 48 54 15 11
Mengwasser 83 21 24 59 1 61
Richwine 15 84 74 34 74 84
Kaba 86 57 19 71 39 7
Mulanax 66 41 85 19 37 22
Cante 71 86 78 94 76 72
Casida 47 68 6 99 46 32
Duft 87 51 15 9 91 33
Blew 60 56 87 90 11 13
Silman 7 93 45 36 29 39
Kaluna 21 68 25 28 75 86
Winterrowd 63 12 4 1 4 80
Symeon 38 74 53 64 44 82
Kleen 57 55 20 59 54 33
Chavaria 83 24 93 17 21 18
Strite 50 20 2 69 53 35
Cichy 46 84 28 79 28 99
Tautolo 13 28 58 44 24 22
Donado 99 49 49 1 65 28
Drisko 70 21 41 83 24 65
Hunke 52 59 97 56 16 11
Liddiard 63 98 41 24 38 45
Caraway 17 77 30 15 76 39
Fazzinga 57 35 66 70 68 84
Kurtzer 64 43 42 56 82 64
Prestwood 70 28 42 83 98 77
Samy 35 76 96 50 18 26
Matto 55 28 91 1 94 6
Chandra 64 74 2 16 99 37
Stred 80 80 8 96 76 48
Goodyear 26 84 91 77 64 7
Kafer 74 14 89 35 46 14
Callez 14 98 2 5 44 60
Faull 60 40 17 9 25 29
Rhoten 43 65 99 91 59 40
Kamin 88 16 55 21 4 58
Nowley 32 74 50 56 64 32
Konno 78 85 36 31 87 11
Willits 39 47 21 44 36 90
Parayno 68 53 71 77 80 56
Boquet 29 43 8 95 23 57
Devaul 12 49 69 13 11 16
Bouza 25 7 60 87 0 34
Birner 38 74 88 83 15 52
Burlaza 44 42 72 70 56 71
Osburne 70 68 52 20 7 9
Lamore 71 97 61 33 16 77
Paquet 62 74 19 1 88 58
Lishman 81 72 98 33 76 38
Dibiasi 83 47 57 74 28 72
Trueman 64 90 56 38 74 83
Boggio 24 49 20 19 53 44
Pritzel 42 24 35 41 1 8
Pietrini 28 17 20 36 35 90
Funari 74 18 7 11 88 33
Sadiq 7 1 82 54 80 77
Muninger 39 55 20 13 68 88
Slipper 85 18 99 65 95 1
Alzate 41 5 55 57 46 24
Trepanier 12 51 86 30 7 2
Bejjani 16 75 2 93 61 8
Sabal 43 15 5 13 25 55
Czapor 53 8 51 18 69 57
Stopka 91 62 58 26 2 16
Orkwis 46 45 66 94 94 20
Seate 15 36 80 78 55 65
Kunsman 3 35 82 35 39 86
Killian 15 94 33 39 64 74
Hornbuckle 64 67 16 97 24 27
Musgrove 9 78 52 39 51 33
Baldassare 35 94 4 93 35 80
Kanzler 2 5 52 78 38 54
Silverthorn 48 88 80 33 31 47
Spinale 42 84 8 75 1 92
Miko 6 76 85 53 79 21
Bendu 90 4 71 98 1 32
Stopyra 42 55 94 2 37 23
Morand 86 13 95 8 28 37
Bransfield 91 22 18 39 86 57
Patajo 22 71 73 47 61 82
Ungaro 76 37 93 47 98 0
Hernanadez 45 34 15 12 40 80
Jurez 21 3 67 12 46 24
Gehrmann 72 21 2 31 12 7
Brousard 64 95 48 52 41 40
Stonebarger 71 27 36 49 78 14
Herley 47 13 41 42 98 37
Figlar 25 77 92 57 79 62
Nissalke 1 85 55 99 32 35
Bias 20 36 77 74 88 59
Barrieau 90 93 8 80 10 26
Twilligear 63 69 16 28 53 38
Siebe 9 52 55 16 68 5
Canto 70 77 57 18 65 41
Mozee 34 44 77 24 95 11
Firpi 92 72 4 35 18 63
Delacueva 79 71 64 16 2 94
Portolese 89 17 5 25 67 34
Turrubiartes 47 85 83 75 55 91
Schutze 80 90 56 35 31 3
Heglar 48 61 42 37 93 22
Brookshear 68 43 41 49 52 20
Houts 67 97 31 97 20 88
Grussing 72 96 56 6 14 35
Georgis 62 7 5 92 26 2
Wiederholt 88 88 40 56 2 7
Wiersma 45 11 43 37 51 48
Grindstaff 27 51 92 91 57 22
Sprouse 18 11 69 69 61 60
Anastas 22 55 32 66 39 78
Hoeck 43 84 72 47 6 30
Lunghofer 61 49 46 26 33 37
Berez 64 50 51 28 74 29
Deeds 5 4 25 86 80 81
Guntert 71 48 35 60 4 39
Kalandek 37 67 39 12 57 33
Crofoot 76 73 22 81 34 61
Younkers 36 20 52 33 88 80
Gordan 14 43 29 58 74 61
Romanson 61 36 0 68 29 23
Batters 85 14 99 17 51 33
Shead 11 31 69 59 0 71
Verhagen 25 66 55 81 9 73
Clemens 16 12 34 27 99 79
Mastel 25 90 38 22 24 22
Collova 95 30 57 71 52 96
Chipman 59 65 13 74 96 24
Bridgett 54 65 75 74 10 50
Henao 33 87 38 84 99 72
Watah 93 10 4 27 13 69
Feduccia 96 74 70 50 78 9
Cluckey 67 4 37 19 82 75
Dunshie 4 3 36 87 5 20
Cisney 48 32 1 77 62 95
Hoadley 65 91 30 43 13 42
Nollman 1 0 62 35 74 66
Ferreri 8 4 59 12 76 52
Pov 78 21 13 18 70 62
Schellenberge 65 93 67 31 14 6
Forkner 92 87 24 9 1 26
Steenhoven 64 80 33 35 26 99
Kottraba 94 1 27 34 27 56
Palau 6 95 23 89 1 37
Rocher 45 4 70 73 26 95
Trafford 42 84 74 41 87 42
Mallory 34 98 77 34 84 89
Mula 20 96 82 1 75 24
Bosarge 78 44 99 3 76 25
Denenberg 88 65 48 36 63 15
Matlick 91 52 31 80 64 5
Usrey 55 36 58 18 3 73
Hoff 83 15 20 15 6 22
Witcraft 86 51 92 19 77 83
Loyack 45 33 60 24 0 77
Rhyme 53 13 52 58 19 47
Gradney 46 11 28 91 10 41
Offenberger 20 75 34 49 79 25
Eviston 98 69 45 84 64 35
Steinman 86 50 52 45 90 54
Desantis 37 53 89 6 72 39
Smoak 6 74 71 20 10 59
Prinz 27 80 43 22 22 99
Pixley 90 75 71 39 40 80
Larr 93 93 86 50 22 91
Oxnam 9 5 94 76 97 69
Sherk 25 50 36 45 49 56
Whyms 46 15 93 6 11 94
Bischke 37 35 69 93 29 19
Friesner 36 5 50 83 4 20
Corey 36 46 68 57 37 52
Krumsiek 55 46 48 20 39 36
Geimer 59 76 52 5 65 47
Creighton 91 23 73 18 85 58
Cobey 40 85 38 20 85 90
Dieng 4 11 7 84 46 18
Fulbright 91 60 41 64 87 24
Gephart 73 5 16 21 86 70
Lasserre 53 20 55 59 52 38
Alfonso 83 82 5 58 88 96
Hiser 19 8 15 47 16 12
Bultman 59 60 19 44 8 95
Vashaw 69 29 33 29 53 5
Rayside 2 41 84 63 76 81
Hirschy 18 90 75 47 96 58
Mensah 40 83 78 14 83 55
Mcausland 73 99 7 33 99 91
Noun 35 94 51 72 65 40
Pruna 61 87 55 20 15 96
Techau 94 27 62 52 20 72
Clennon 84 17 76 13 2 48
Dana 80 17 41 94 20 14
Ciccarelli 52 25 7 86 2 21
Otis 35 89 39 77 81 22
Kepp 35 85 7 73 13 5
Matheu 58 23 34 94 95 59
Inklebarger 1 63 30 2 79 43
Lukin 55 29 66 66 73 34
Blanscet 62 55 13 26 15 29
Kruel 28 4 9 41 28 17
Stombaugh 57 59 53 54 97 40
Minert 48 27 94 71 0 25
Lathen 53 80 78 18 71 28
Ju 26 47 39 27 8 5
Enger 62 68 73 62 19 9
Popper 63 32 30 18 83 95
Cadriel 60 73 43 4 80 61
Blechinger 3 74 62 29 1 75
Thor 9 72 62 73 75 62
Howzell 16 94 92 1 73 11
Wolfred 41 99 64 6 35 46
Lueders 28 67 5 1 92 33
Bruff 3 19 70 72 38 82
Buckwald 10 19 61 92 71 38
Zigmond 50 19 25 27 52 64
Schwarten 18 28 21 14 99 59
Riesinger 29 81 17 46 16 48
Friess 38 55 48 12 31 4
Bilcik 53 79 42 52 61 71
Dula 0 63 64 97 26 48
Woolfolk 80 51 6 92 89 9
Lyng 90 52 38 43 74 56
Beyah 93 43 18 68 22 78
Newkirk 65 77 6 64 51 43
Zangger 69 55 40 25 48 9
Rountree 89 0 81 82 26 66
Siker 68 46 83 58 46 93
Costella 17 8 28 97 4 63
Quam 79 81 62 56 17 55
Conkel 30 96 41 8 97 3
Poat 54 88 34 11 54 52
Garbutt 66 96 27 94 73 43
Begolli 3 86 54 64 77 47
Schiffner 80 67 21 68 49 17
Gowers 94 78 19 49 41 78
Mahrer 88 67 81 73 79 19
Humphery 37 19 18 42 19 10
Yungbluth 60 95 13 76 40 61
Suchanek 89 98 6 65 46 97
Meireles 33 86 18 18 64 58
Cavez 60 44 7 46 74 21
Walshe 76 95 14 69 21 25
Ladas 73 73 78 69 43 10
Larew 28 42 47 19 8 37
Buell 72 60 7 93 94 37
Manship 71 7 81 85 32 41
Haya 58 97 20 10 25 25
Fujikawa 91 15 69 0 33 83
Robinso 2 79 74 58 52 40
Campi 56 64 4 83 70 12
Moretz 16 8 5 4 40 13
Kostiuk 92 25 46 97 62 94
Bukowiecki 52 37 95 21 60 3
Plattner 23 21 53 58 49 82
Gleiss 26 8 75 57 89 19
Kimbrow 9 17 8 10 84 4
Kreamer 41 40 75 78 87 46
Lagrand 77 41 97 4 8 34
Standard 87 46 75 94 89 1
Collum 94 76 57 43 37 49
Knightly 99 13 5 20 75 49
Tiberi 21 23 64 6 7 13
Brevo 83 22 42 7 42 82
Sainte 17 71 34 34 48 10
Saccucci 40 25 84 85 61 47
Bennes 87 9 7 70 89 31
Eicke 26 35 59 71 29 39
Pradel 56 37 47 66 76 52
Schempp 1 33 11 61 77 94
Wimer 66 94 49 47 40 85
Pigford 86 18 54 28 99 88
Mccormik 26 93 10 83 51 76
Goldfischer 50 78 17 3 29 13
Kofford 80 78 51 49 7 44
Hreha 75 2 14 20 77 18
Kalfas 50 45 35 17 93 20
Reiswig 70 94 56 45 29 71
Kjolseth 45 36 48 28 23 95
Buschmann 83 3 47 9 60 16
Tellado 69 11 58 98 54 0
Olarte 74 1 28 54 33 39
Wainman 12 94 57 45 49 59
Barshaw 52 24 99 56 51 80
Rockett 30 10 9 30 66 69
Patlan 84 64 69 48 48 41
Honie 23 76 84 49 90 59
Baynes 4 38 28 46 57 40
Evon 29 2 18 58 3 8
Amass 55 54 33 65 23 50
Farias 97 94 74 51 34 30
Tuter 81 55 37 71 15 29
Ebach 75 69 6 52 14 15
Cugini 88 84 9 72 37 41
Nordell 48 85 75 20 59 5
Stoler 14 40 47 54 43 26
Uram 28 14 70 19 75 46
Spaziani 35 45 64 67 62 87
Krumbholz 72 68 24 72 94 66
Magers 70 19 78 76 50 32
Ohaire 80 39 23 19 4 4
Birchett 46 35 37 87 57 46
Rafidi 79 14 49 6 61 88
Dudeck 55 99 91 44 82 23
Henkes 91 13 23 63 5 28
Colvert 42 43 12 69 9 2
Kalmus 85 38 20 10 76 6
Folkner 12 2 30 60 85 92
Rafalski 65 11 26 35 43 22
Hueckman 79 33 92 41 10 74
Dockray 5 39 87 39 38 58
Napolitano 38 38 35 86 35 85
Belmore 1 98 21 18 39 19
Twisdale 72 68 5 10 21 72
Tenbusch 52 59 37 79 67 17
Trentacoste 33 11 68 32 48 41
Ponsler 4 77 61 71 40 2
Baysden 9 9 52 52 19 40
Capaccino 14 59 26 95 65 24
Dado 52 16 9 45 72 40
Schedler 22 8 24 84 40 61
Sherick 8 38 44 4 13 76
Ligler 94 98 32 85 85 68
Beil 15 78 40 22 20 88
Preite 74 81 8 95 59 27
Moraga 16 71 73 27 18 56
Wach 14 98 71 83 90 97
Hafen 99 36 77 73 50 94
Poirrier 48 3 59 82 39 71
Halprin 70 69 85 42 71 17
Ratering 27 54 24 97 81 92
Authement 79 22 14 52 6 21
Rosborough 92 17 6 85 90 85
Sciortino 64 60 44 68 0 23
Rosacker 46 90 4 76 14 9
Schei 89 22 29 91 28 53
Klemenc 5 71 52 95 21 68
Bardos 93 78 33 26 95 82
Buesgens 98 17 89 95 32 22
Rocha 92 10 52 1 49 54
Candy 82 38 54 92 7 47
Chupik 64 44 19 48 81 65
Beighley 9 66 14 81 59 38
Degruy 28 73 32 89 19 78
Crete 21 25 88 90 78 27
Neveu 88 9 3 23 30 67
Luague 60 84 42 64 41 63
Chamblin 44 66 6 45 47 50
Busse 88 44 68 69 0 60
Clapp 67 21 2 84 73 5
Bohlke 8 64 50 50 77 87
Pinegar 97 5 99 28 5 18
Geisinger 27 81 54 16 69 36
Varnadoe 10 5 53 82 16 6
Lah 51 81 99 69 67 49
Bajwa 3 27 51 15 70 81
Derring 35 41 38 59 85 68
Ludington 16 12 83 32 82 70
Summerlot 93 29 95 55 13 94
Ansbacher 21 44 58 34 42 86
Velega 68 17 69 36 68 25
Milosevic 68 89 89 51 38 94
Sotero 9 57 39 47 40 82
Crippin 42 42 23 27 62 98
Doerksen 95 22 26 24 44 20
Dirienzo 97 75 73 76 68 96
Ianni 28 72 11 80 25 72
Schmidtke 38 18 44 96 55 77
Tapaoan 36 74 98 35 6 91
Greenberg 22 7 11 87 92 77
Kroeker 32 43 18 80 49 57
Holbein 8 65 22 72 87 14
Widrick 10 91 91 62 38 28
Hollidge 59 70 78 96 37 48
Lubke 43 11 80 24 7 14
Vaquez 51 90 41 31 98 26
Milwee 43 37 11 98 11 33
Moylan 69 87 39 38 74 61
Hazelbush 87 3 99 41 99 28
Hoshaw 59 91 85 58 64 39
Liebenow 85 36 40 18 0 61
Caseres 18 46 3 33 53 93
Schadel 37 19 84 4 95 4
Bertot 10 94 43 67 0 77
Kaylor 0 10 35 69 23 74
Kilborne 12 81 48 41 67 63
Kurschner 7 16 8 35 81 60
Rosenbluth 3 24 52 69 72 8
Heartley 52 26 35 25 2 15
Demarini 25 42 88 83 83 82
Itnyre 27 34 54 87 32 7
Nici 51 85 13 50 69 98
Nosek 82 76 98 19 30 25
Stefanovich 59 3 83 85 80 96
Kressler 30 63 16 75 92 67
Fidsky 12 90 80 48 46 92
Delli 56 74 0 94 53 83
Hyland 5 23 4 87 16 26
Silos 85 15 8 21 25 62
Ciliento 2 26 65 92 84 57
Grisom 84 99 81 94 56 38
Felten 98 93 53 3 66 67
Stassi 84 5 19 52 8 49
Gastelum 90 25 69 42 92 92
Duchon 38 15 25 62 62 11
Neagle 72 83 72 9 30 86
Widdoes 91 57 55 29 27 72
Batte 25 47 89 6 16 69
Glorius 89 20 10 23 89 33
Menette 44 55 19 9 29 35
Zanco 13 88 60 1 2 64
Mallinson 23 11 10 73 74 43
Treder 89 67 44 66 86 23
Kerl 75 90 75 12 77 96
Leyda 92 88 23 73 19 69
Vilar 52 65 4 97 63 48
Kopald 27 40 64 97 38 4
Mahabir 52 57 13 97 78 50
Viegas 91 5 20 79 30 95
Keiser 39 21 73 96 66 91
Mustian 14 90 40 79 52 42
Stunkard 51 62 90 69 27 99
Stiern 63 17 53 25 82 14
Hopton 39 51 94 98 67 47
Evatt 78 1 80 49 56 45
Nickless 54 88 73 58 7 71
Curtner 82 91 67 88 71 15
Tumbleston 56 16 94 71 80 4
Firth 45 56 7 60 93 54
Ayling 72 91 35 77 91 66
Tix 88 0 53 87 78 41
Rijos 52 74 77 88 78 55
Clap 50 15 80 11 63 38
Perloff 51 5 66 87 8 45
Mcraney 35 44 41 18 66 39
Mavris 92 1 14 82 84 51
Gombos 53 87 70 81 74 77
Helvik 9 57 31 58 95 12
Sifford 25 49 21 56 88 72
Castiola 36 68 13 13 59 95
Smarsh 39 79 44 18 61 0
Bellinder 62 34 36 84 32 72
Leppke 29 98 19 98 84 32
Stanczak 71 17 1 37 3 45
Crispen 79 38 43 34 76 32
Wohlwend 70 96 18 67 98 55
Barkhimer 6 1 61 21 62 42
Craney 61 95 25 4 59 41
Benecke 51 99 17 71 20 92
Raimundo 37 81 8 76 64 14
Teston 93 86 75 78 42 10
Catania 50 50 54 66 50 28
Ziems 86 25 68 46 63 42
Sheng 66 22 65 41 68 61
Konrad 3 15 60 28 94 30
Urquiza 27 1 27 66 93 36
Cheshire 49 6 23 13 91 14
Smee 60 84 22 5 86 8
Conney 82 59 52 71 33 39
Kero 39 68 46 93 24 67
Ulses 81 23 82 40 71 0
Gerry 23 6 80 49 51 78
Vineyard 56 72 16 74 23 77
Natera 69 88 61 75 11 96
Papillion 35 23 98 45 46 62
Huseman 13 19 91 71 18 87
Jacocks 79 76 83 37 35 39
Gidley 5 13 87 36 97 71
Roshia 67 86 91 17 61 72
Bakkala 36 70 90 45 6 56
Vig 25 95 6 1 9 37
Rawle 14 55 76 17 43 14
Karth 8 35 6 5 85 5
Fillare 69 14 97 16 95 40
Skorepa 45 57 51 87 27 29
Girolamo 71 32 99 78 44 49
Pigman 35 70 54 73 55 38
Madock 35 53 67 18 91 94
Clasby 49 10 47 94 60 91
Toussiant 58 71 34 39 42 17
Metzga 34 55 76 90 40 13
Toot 41 60 74 82 92 39
Goich 49 62 63 36 22 94
Wolfman 58 98 31 2 19 75
Heistand 97 45 1 45 40 82
Mcelhiney 22 33 8 1 18 77
Florida 91 8 98 19 93 15
Villanova 82 91 98 17 80 32
Whittman 30 3 64 77 66 53
Corvino 9 16 39 1 13 29
Bardo 44 71 78 39 83 29
Tyce 20 68 66 92 61 30
Filiault 14 46 48 62 85 83
Spade 76 49 95 80 12 90
Fetherolf 14 6 98 47 51 5
Mcmanigal 19 28 43 50 60 56
Proksch 56 29 57 89 5 16
Percell 83 37 73 79 22 59
Whitledge 74 36 25 75 3 13
Vigiano 82 87 83 33 82 32
Hoffa 83 91 66 55 43 77
Withenshaw 52 30 96 5 51 1
Talyor 21 84 30 54 19 71
Portal 30 29 7 30 44 50
Solak 45 52 52 3 67 56
Wimmer 98 87 64 89 54 97
Barretta 27 51 82 84 52 25
Seaberg 84 4 92 69 92 76
Kruizenga 79 53 41 40 10 76
Juelich 16 24 88 19 60 83
Mclyman 51 63 71 91 8 63
Beghtol 74 35 57 56 16 93
Shiller 33 97 78 5 48 53
Raul 35 3 58 86 53 54
Velazquez 58 66 22 52 24 66
Sellman 68 1 50 94 42 44
Mevis 67 97 10 73 66 77
Pascale 93 11 3 28 92 99
Dorgan 11 59 56 51 7 0
Cheetham 64 24 46 89 32 69
Iribarren 66 42 57 24 0 23
Packard 15 29 84 8 28 13
