Mayeski 84 52 53 67 89 32
Pniewski 60 23 24 50 96 78
Timberlake 12 47 2 3 84 3
Klarin 29 0 44 20 59 78
Sothman 42 6 55 52 96 89
Poulton 52 43 68 5 28 67
Sucre 2 85 81 79 42 98
Dumire 17 86 26 20 70 95
Traff 68 26 15 35 25 85
Szweda 23 51 64 97 17 19
Nogoda 27 44 58 93 1 23
Antolik 87 81 6 88 26 99
Pollart 40 35 32 62 5 14
Deetz 54 2 44 17 94 50
Cullar 41 83 78 17 23 94
Maiocco 39 7 92 6 18 20
Schomas 47 83 85 16 99 10
Cogen 79 24 84 0 0 67
Behar 25 28 28 79 1 24
Moppin 99 30 44 80 87 99
Laborin 46 1 59 52 94 6
Althoff 61 19 25 68 70 53
Maignan 5 27 76 54 93 88
Greenlun 69 94 76 35 49 77
Harsey 43 84 17 10 88 9
Meuse 79 29 62 62 93 64
Navaro 60 2 48 24 52 35
Mcgoogan 26 12 71 57 87 33
Omdahl 21 73 52 45 32 11
Bettley 46 39 14 97 54 21
Bichoff 42 40 24 49 85 93
Plants 4 47 54 59 18 88
Cranston 11 12 12 76 55 85
Peroutka 35 78 12 69 71 90
Miu 80 67 86 75 63 63
Lifland 4 92 19 76 45 93
Cardimino 3 95 66 92 76 43
Prisock 44 56 76 81 33 99
Vienneau 55 30 75 25 79 95
Marshell 83 22 49 34 74 49
Hadesty 92 27 93 88 70 6
Charry 31 5 15 85 38 19
Castleman 90 7 40 80 46 2
Cuckler 11 78 39 6 95 28
Metcalf 58 87 80 86 96 52
Laurita 43 38 44 85 26 24
Dechavez 1 77 91 29 59 93
Pepe 25 1 28 0 85 36
Hitchingham 44 9 84 22 5 16
Craun 94 62 85 3 68 15
Kuczynski 0 10 66 7 71 98
Ciriello 12 97 54 34 14 42
Mcmann 1 92 66 25 32 51
Vansoest 1 74 24 56 1 65
Landrian 45 46 73 87 44 79
Livley 20 34 3 94 59 62
Bourget 44 66 90 4 3 74
Finizio 56 61 11 95 91 48
Guyll 70 90 36 72 47 35
Shriner 55 90 43 95 0 18
Suma 45 84 14 69 67 86
Bessard 18 9 50 12 28 72
Handon 25 64 47 85 96 74
Magby 14 80 82 36 12 31
Kissner 52 37 7 93 73 95
Keisker 97 48 73 13 30 29
Abdeldayen 76 66 32 91 20 28
Peak 34 78 82 80 19 16
Heyne 31 48 98 67 8 29
Feiteira 76 58 11 93 47 55
Byham 32 79 97 82 55 90
Lovette 53 92 52 65 36 46
Genereux 45 29 33 80 73 10
Sha 49 13 31 4 50 0
Kraichely 50 23 13 4 74 52
Mittiga 45 63 71 28 20 25
Kinkaid 13 9 17 58 18 32
Cariker 45 26 35 63 53 39
Rhoad 4 67 39 32 35 78
Pegoda 87 24 3 23 61 88
Harmond 88 43 43 25 68 74
Cornetta 18 78 27 75 63 15
Longueville 69 39 19 38 54 38
Bippus 83 49 24 81 90 87
Pybus 24 68 36 72 31 87
Granai 94 69 23 73 32 45
Senteno 92 79 49 89 84 97
Kushner 39 70 3 6 18 63
Esposito 97 4 41 58 81 93
Simmer 28 6 52 8 10 99
Mantle 7 71 2 7 64 7
Cimeno 79 93 9 69 14 13
Lauria 42 64 10 85 51 61
Browning 78 79 54 46 4 5
Mcgurn 44 26 18 5 15 81
Nazzaro 3 45 96 38 39 79
Balaz 2 87 27 23 83 44
Posto 15 26 76 89 11 84
Gustafson 60 26 84 62 9 37
Pourier 62 35 41 64 35 56
Solesbee 26 86 75 89 14 5
Magrann 75 75 4 31 53 98
Vaux 18 46 87 50 37 34
Jardin 13 70 92 33 69 11
Stoesser 24 99 25 40 69 2
Skobiak 16 79 33 38 49 47
Arend 12 67 0 50 80 71
Nguen 99 63 92 2 49 26
Esser 97 86 33 4 65 61
Vestering 93 29 62 26 53 76
Drummonds 16 11 71 17 40 42
Luckado 2 42 47 46 52 64
Potanovic 16 72 51 11 37 19
Steffenhagen 29 5 5 35 45 99
Knedler 10 20 63 33 91 19
Cheu 43 1 56 67 80 43
Cutchember 76 78 65 32 82 21
Gresko 86 68 23 89 11 14
Langen 5 68 1 88 32 97
Faux 51 74 74 37 33 32
Verfaillie 34 71 38 95 59 99
Cestia 43 52 62 74 15 9
Hafele 62 89 62 80 39 7
Frid 97 40 84 99 2 73
Blewett 25 28 45 25 34 97
Ackerley 31 19 95 76 98 2
Hintzen 66 0 22 78 27 84
Sosbe 84 46 23 97 87 17
Datta 47 15 44 28 3 67
Harkin 67 62 45 97 35 51
Maudlin 67 89 84 40 30 84
Bruffee 80 45 86 56 27 99
Daily 23 53 50 27 80 14
Taran 68 4 56 69 36 64
Musigdilok 77 77 32 71 21 46
Maes 63 8 17 6 59 73
Hotaki 94 78 91 70 61 42
Huenergardt 2 68 88 99 56 18
Sanghani 51 66 19 41 91 83
Galfayan 31 3 50 36 59 2
Brendlinger 88 2 83 4 27 42
Olliver 97 85 36 99 50 65
Markovich 42 31 56 33 11 61
Fitts 97 23 46 19 79 61
Meeds 40 11 30 95 77 39
Vilanova 33 13 38 86 31 31
Olkowski 72 54 84 2 75 91
Izzo 14 4 39 71 84 79
Dady 42 78 48 82 6 19
Lumpp 91 25 23 60 24 59
Charles 99 47 82 56 51 69
Castilleja 57 39 43 14 91 51
Pecci 7 97 23 62 90 76
Bisio 40 61 1 40 56 48
Shetley 6 79 81 20 11 89
Ableman 94 58 64 5 59 9
Unck 50 24 53 35 41 25
Whybrew 63 21 9 75 6 66
Defoore 86 89 8 62 40 53
Gowins 69 17 96 37 4 98
Daprile 64 43 86 29 33 55
Roznowski 53 77 25 25 35 45
Roddy 28 40 80 90 69 63
Iverson 1 10 30 50 6 37
Fearheller 99 85 31 28 18 35
Aument 94 8 28 73 42 2
Clairmont 36 87 70 87 89 49
Leininger 26 80 76 23 57 76
Renzi 14 60 43 2 51 45
Come 2 84 12 29 18 16
Dimon 62 92 70 72 43 86
Velotta 3 84 18 79 28 52
Feick 97 17 92 75 77 31
Harber 26 54 58 65 62 82
Beougher 39 53 64 2 17 44
Kushaney 36 45 84 95 55 58
Yusi 8 86 68 32 26 84
Brojakowski 35 37 0 35 81 33
Sandra 56 35 49 94 56 30
Burnsed 46 72 53 77 9 78
Sotlar 4 8 61 80 76 68
Waetzig 52 93 70 45 27 80
Schlieper 92 98 71 72 65 88
Rykaczewski 9 38 38 50 16 65
Poppleton 75 61 24 95 36 79
Schessler 1 54 74 55 38 48
Milhoan 1 76 26 75 59 61
Jakob 49 69 53 86 56 90
Lossett 23 23 55 79 23 23
Hierro 77 61 68 45 9 24
Kouns 10 84 40 27 37 29
Bright 28 35 62 4 44 26
Rosseel 44 52 42 25 73 76
Houghtelling 31 7 85 83 1 30
Nowakowski 14 14 59 98 71 24
Zemlicka 52 98 76 2 98 35
Brockus 17 4 14 76 52 62
Vajda 26 37 48 31 71 34
Nguy 95 18 12 13 94 40
Maritnez 81 58 49 41 5 23
Shadix 96 85 67 77 91 14
Alvanez 53 66 97 42 42 75
Macnab 34 72 54 63 73 18
Grandfield 50 77 96 14 61 24
Mehringer 34 70 74 77 90 22
Murdaugh 16 0 54 4 69 62
Spotwood 60 77 69 53 73 6
Stole 40 20 2 85 88 8
Przygocki 89 37 84 55 82 1
Roelofs 35 31 80 33 8 28
Altadonna 18 73 6 10 68 10
Heiserman 72 42 94 89 63 7
Ades 45 5 62 31 70 69
Siemek 36 53 32 49 92 69
Mazurk 72 23 49 17 7 94
Sanna 7 14 80 11 52 23
Bacy 23 99 10 19 86 76
Duplechain 31 18 20 13 7 99
Hazelrig 40 37 42 85 62 66
Hess 78 2 26 39 9 73
Hetsler 32 41 45 50 43 3
Lovely 76 88 94 61 9 57
Leuthe 53 43 61 1 52 0
Sekel 67 63 5 41 24 60
Gaglia 37 2 84 49 70 26
Tempelton 78 72 30 55 54 81
Elsea 5 32 8 91 26 68
Randolf 91 6 4 41 94 13
Bess 88 48 52 69 28 6
Moger 24 70 46 10 88 45
Spitz 58 28 91 50 65 76
Hinson 28 2 4 1 79 35
Ullery 83 70 25 54 62 98
Deluz 80 10 61 80 45 78
Pessin 51 31 12 46 48 53
Dansereau 85 53 31 83 15 48
Dus 7 9 81 52 92 53
Swamm 6 86 45 54 6 49
Petaway 17 68 81 81 82 64
Minerva 24 50 88 31 6 61
Joynson 86 55 18 39 11 3
Baures 59 49 62 42 14 13
Raniero 7 39 2 41 89 8
Cotroneo 91 51 33 50 67 15
Hatto 77 41 26 75 40 48
Sionesini 41 76 95 97 85 7
Rowles 1 39 19 89 86 93
Bair 18 78 2 90 73 64
Erhart 1 46 49 58 89 12
Baczewski 63 47 30 24 71 85
Deluco 4 93 54 74 86 89
Swopes 98 30 10 90 85 57
Medovich 9 72 0 27 79 39
Rocks 50 37 84 48 83 61
Coughlan 71 94 87 43 71 16
Nicola 29 10 94 69 23 51
Herrnandez 32 76 22 38 90 1
Eftekhari 77 61 50 78 40 67
Deighan 79 55 96 90 90 51
Galluzzi 57 63 92 18 35 55
Macomber 60 10 50 18 58 18
Sevilla 13 87 19 39 59 93
Gariepy 98 2 39 6 42 95
Belina 67 88 74 27 58 40
Poczobut 52 59 95 39 79 65
Corre 59 21 26 97 35 92
Sic 18 53 86 69 11 19
Toulson 22 29 60 38 66 10
Tramm 38 45 75 79 22 42
Mosbrucker 92 5 41 4 88 59
Cantadore 70 76 0 35 96 58
Standke 68 1 86 13 12 8
Capuchin 69 33 40 85 80 44
Stary 1 50 37 22 47 56
Coelho 16 34 29 35 13 24
Wartchow 71 42 88 7 4 57
Hallford 88 76 89 1 21 98
Boltinghouse 44 99 88 23 65 86
Linsin 31 5 38 46 86 89
Domenick 31 54 93 21 16 11
Ikner 97 96 12 87 28 8
Contreas 92 98 83 14 39 26
Olay 55 31 97 73 94 87
Klopf 8 33 0 60 19 62
Vanstrander 6 61 16 37 57 6
Rawson 99 70 62 82 64 22
Wreyford 10 67 25 42 62 22
Mccaughan 25 26 59 4 89 97
Service 47 49 73 35 18 95
Lemay 30 57 92 42 58 59
Graner 37 73 82 88 26 31
Hollon 35 37 52 68 12 48
Myklebust 34 15 76 76 77 46
Melsheimer 87 63 16 12 20 44
Katzenberger 35 85 80 52 34 56
Goyette 14 51 70 46 25 90
Zuvich 47 94 19 38 13 14
Hoenig 15 80 16 71 13 41
Nero 5 74 14 30 53 44
Nicoli 28 43 89 12 98 42
Hieserich 14 27 23 61 31 42
Sprewell 18 28 54 0 45 75
Fandrich 47 75 0 26 9 2
Schnack 3 11 36 71 62 49
Maccarone 38 53 93 32 17 41
Tibbals 2 23 30 53 90 15
Mcphail 61 83 97 78 62 36
Lagasse 87 99 31 84 83 41
Crogier 23 48 36 91 45 39
Naccarato 60 40 29 91 12 65
Alonge 55 72 83 71 85 34
Durnan 21 31 66 11 38 2
Henshall 22 93 86 92 6 72
Grattan 24 77 8 47 87 67
Twombley 46 88 63 62 80 50
Biedrzycki 13 84 85 45 67 34
Strey 9 88 65 58 4 56
Dobrosky 83 38 65 17 51 26
Cocola 88 47 12 42 19 15
Kopel 90 15 90 98 81 22
Wildey 59 84 69 13 73 28
Pettinella 92 72 52 23 1 65
Boso 42 7 50 48 70 24
Fuster 50 88 96 6 0 40
Forberg 98 16 5 95 32 9
Poncio 32 88 45 24 57 39
Damrow 50 49 60 8 97 0
Durk 32 54 6 35 83 94
Fuschetto 29 21 92 44 51 1
Brinda 34 48 90 37 5 87
Andruss 32 94 42 33 14 22
Wauson 0 56 84 20 9 38
Lobasso 52 48 27 31 96 27
Daugereau 75 82 45 88 2 67
Po 82 31 28 65 64 50
Willand 33 9 38 58 62 88
Arruda 8 86 53 99 98 1
Shuey 49 44 62 71 69 87
Jenkins 96 62 29 16 10 72
Lemler 72 97 14 92 36 3
Samuell 84 81 0 82 0 13
Poldrack 37 23 2 39 76 37
Downin 75 52 32 66 98 10
Seller 53 49 51 98 3 37
Igwe 34 38 24 71 61 45
Bochner 65 53 76 70 50 72
Nosal 58 86 86 40 34 76
Madole 51 61 12 33 78 76
Stoglin 66 92 86 37 36 12
Severn 87 68 42 31 39 86
Condell 95 56 91 85 47 34
Ohmie 55 75 66 2 38 92
Usie 51 47 78 23 61 88
Vattes 35 16 97 35 36 88
Ashenfelter 92 44 66 31 25 96
Michalke 92 28 30 43 14 27
Mullee 97 16 85 96 94 98
Aguliar 80 12 11 24 28 77
Scarlet 17 74 95 36 49 48
Warm 92 90 59 88 7 89
Zizza 60 9 65 36 70 93
Boswink 12 82 87 50 10 53
Marascalco 57 16 61 73 4 10
Kuroda 63 72 95 81 49 94
Naeve 97 74 62 86 68 99
Hoisl 43 48 85 73 64 32
Cavalieri 80 98 41 19 99 99
Desvergnes 72 79 34 20 0 55
Hontz 21 30 18 39 52 89
Lehnortt 95 57 32 37 88 78
Wahlers 35 37 79 89 43 12
Krider 4 85 22 52 29 0
Weightman 54 19 90 59 2 95
Kolis 63 41 51 48 55 34
Fitterer 3 21 79 65 50 29
Unser 2 7 15 32 85 57
Donten 74 35 9 44 9 68
Helmlinger 18 88 16 88 40 55
Smolen 64 77 35 22 26 85
Neria 64 83 72 37 98 96
Nishimura 48 4 87 38 55 87
Boike 24 79 88 5 76 0
Balent 24 58 97 87 58 64
Haag 58 65 99 55 61 38
Moultrie 81 54 57 69 45 12
Delallo 32 89 9 8 95 10
Dallis 8 97 61 47 76 72
Eltzroth 52 21 64 30 87 62
Marchionni 18 14 27 78 95 7
Lightbourne 90 14 81 98 93 28
Yamanaka 63 64 42 78 97 12
Staheli 58 1 47 15 8 19
Nute 4 9 77 15 40 52
Elling 20 92 5 62 85 59
Laake 12 13 78 41 53 45
Fairfax 98 93 1 67 86 77
Cathie 40 96 56 49 37 18
Kanahele 45 93 54 12 41 65
Eddens 7 31 58 4 8 9
Rummell 13 27 24 93 99 50
Federer 80 63 22 33 98 11
Eichorst 13 74 24 23 89 0
Smoker 12 39 83 95 33 13
Carraher 9 96 53 59 13 40
Harderman 51 85 50 66 91 33
Mcgaugh 13 33 8 37 90 50
Fischl 77 43 69 80 71 64
Molash 99 99 6 86 7 42
Cryar 38 44 51 5 8 74
Fetty 17 3 47 57 85 34
Glista 13 24 49 58 14 42
Rougier 85 76 2 57 85 92
Soltau 30 19 89 13 88 31
Wentzlaff 47 20 95 21 47 34
Drumbore 22 86 75 38 99 76
Mor 71 92 11 99 35 20
Talton 86 41 26 11 41 78
Banuelos 73 99 55 89 2 4
Patock 58 89 43 29 34 78
Rantz 99 97 58 23 77 92
Nicodemus 4 81 24 43 94 79
Philhower 45 99 62 76 84 72
Joyal 53 76 2 8 96 38
Bock 98 20 39 59 34 58
Mazzotta 60 18 14 56 55 37
Gerber 96 5 3 40 45 89
Hollinshed 47 12 3 54 85 88
Catalan 89 89 86 79 88 18
Troyano 66 9 83 51 29 67
Anis 30 14 51 20 94 51
Borowik 10 32 38 87 29 50
Alpern 17 89 6 34 89 11
Easker 10 24 71 98 4 27
Degidio 66 6 40 36 38 91
Gottwald 64 55 28 80 45 58
Evins 97 69 20 56 85 23
Pappajohn 6 69 32 50 63 10
Bynon 12 99 35 79 98 90
Pirrello 13 13 65 66 13 0
Hueftle 7 70 20 88 97 42
Bakr 66 79 7 84 50 6
Sovocool 84 58 49 12 94 4
Kolstad 47 2 86 76 84 21
Cochell 47 56 29 67 70 55
Liebl 99 83 76 97 40 1
Hitchman 4 32 32 89 77 21
Julen 66 1 28 19 4 81
Baggerly 48 28 38 18 64 4
Marble 2 54 68 84 38 35
Spatafora 97 1 87 75 17 61
Taddonio 98 55 26 39 3 0
Lagergren 71 98 83 77 94 15
Foskey 97 52 90 47 59 87
Christoff 81 15 19 63 89 56
Lohrmann 97 90 40 8 33 70
Carril 20 51 82 47 87 43
Zoch 14 89 90 93 83 34
Drawhorn 63 68 28 98 94 78
Hilaire 2 16 59 20 12 95
Reynaga 5 98 31 41 36 24
Montoya 23 15 89 37 23 27
Pothier 85 18 43 12 97 82
Schoberg 51 15 92 28 59 74
Jaskolka 32 60 31 71 13 12
Oommen 46 23 9 26 69 84
Peek 9 19 55 52 35 63
Harward 32 55 46 49 69 35
Costales 12 13 76 39 86 20
Lomonaco 60 34 3 23 14 41
Kjellberg 21 22 6 48 17 42
Hultz 75 38 24 9 0 14
Colegrove 17 3 97 80 71 23
Sainz 59 14 25 41 73 57
Buechler 5 68 47 10 53 47
Gau 36 24 99 54 10 83
Tognetti 25 41 20 26 19 97
Cantin 86 11 91 32 72 58
Cevera 3 39 52 96 66 99
Ocran 71 70 81 57 68 21
Yaney 14 52 47 3 37 75
Hugel 15 72 59 51 49 47
Frazzano 55 66 53 64 11 56
Blacock 40 81 92 87 70 75
Menefield 94 43 16 64 62 72
Califano 96 52 26 83 83 36
Raska 40 0 4 95 67 88
Gouldie 86 89 38 76 35 45
Woolwine 27 57 61 56 76 40
Iino 19 52 54 19 44 14
Schwein 74 70 64 53 77 32
Ballenger 17 38 30 11 64 9
Morillo 94 56 39 29 61 26
Shukla 16 50 38 5 92 92
Karch 64 25 27 68 39 5
Thimmesch 77 0 7 36 95 12
Crockette 31 42 99 80 56 80
Drish 41 69 4 45 37 82
Ruiloba 14 12 6 84 47 73
Boulding 99 31 38 8 69 32
Hilado 24 84 72 91 14 66
Sposato 95 53 72 56 17 76
Karpf 56 36 98 89 86 84
Carvel 73 32 21 51 94 80
Molder 68 25 35 98 43 45
Bedingfield 23 21 12 87 7 44
Lege 42 33 28 1 36 52
Aley 40 93 41 13 36 84
Cottle 99 91 74 12 42 6
Geddings 26 26 37 11 15 86
Aulder 12 61 20 83 45 63
Herry 15 69 72 91 53 74
Puerto 60 10 95 40 20 65
Dauberman 31 48 14 77 80 69
Francillon 99 70 51 34 65 27
Outhouse 48 61 70 88 23 0
Nordmark 29 25 51 14 94 50
Revay 51 42 15 78 19 87
Zadora 47 49 25 21 84 42
Bowdish 52 72 69 55 0 4
Deeks 9 88 78 10 78 29
Bax 0 65 22 22 16 9
Vankirk 79 91 9 15 61 63
Richner 45 65 21 77 32 80
Urbanic 14 37 78 16 4 38
Defina 30 43 82 62 77 98
Pasch 52 88 24 13 40 83
Siriani 9 30 6 58 94 97
Steffani 82 25 64 86 92 41
Drude 5 28 63 6 26 54
Ramage 13 19 94 74 70 19
Kyseth 39 73 18 24 69 66
Bournes 26 89 34 32 71 86
Saults 80 68 48 90 23 50
Kuzma 28 99 15 7 41 99
Mearse 79 39 75 23 94 93
Doyel 1 41 41 83 58 66
Pieri 37 36 30 25 34 91
Cellucci 56 3 79 31 52 71
Rapanot 97 79 90 40 93 4
Loser 42 69 25 86 11 24
Chancey 38 28 16 50 91 37
Craycraft 75 51 68 42 59 46
Cherian 92 18 77 76 10 89
Stiegler 77 11 96 25 67 10
Kinlaw 77 83 65 27 28 43
Wiesel 90 14 96 43 87 87
Poelman 54 78 53 36 97 75
Schumer 36 27 42 84 96 23
Mcclain 74 89 33 22 47 12
Agbisit 12 14 25 10 80 1
Poinelli 49 92 93 83 56 36
Querta 47 22 57 0 44 22
Pencek 85 89 31 39 61 18
Coughlin 16 71 81 93 34 60
Westphal 11 51 47 76 42 9
Delisle 79 35 59 47 6 57
Holyoak 70 88 63 9 76 82
Stahlnecker 42 51 96 38 95 94
Butenhoff 59 12 23 86 64 11
Stageman 35 89 76 91 65 90
Lembke 61 4 68 97 90 86
Roetzler 81 41 20 7 15 62
Kells 4 60 85 18 54 32
Rolfe 73 23 61 3 31 41
Balque 56 73 11 79 84 41
Bellew 2 7 43 93 46 32
Wykoff 84 84 17 18 51 25
Vanvoorhees 25 98 91 14 49 61
Ryker 40 47 16 21 82 56
Melusky 66 62 52 57 5 99
Sedlacek 36 22 4 29 31 7
Haydt 30 24 81 78 11 53
Dockal 36 82 90 85 81 6
Smietana 64 58 74 45 72 25
Treleven 89 30 44 2 33 48
Steier 5 38 26 6 63 37
Leopard 21 11 60 95 1 27
Estepp 37 63 12 65 65 57
Casarrubias 4 14 21 4 34 60
Cupe 77 65 71 49 5 9
Ehlman 79 69 95 23 55 67
Nearing 57 17 95 81 53 16
Staelens 67 15 82 78 41 43
Lastufka 52 41 79 33 12 1
Mayshack 57 88 27 35 75 39
Tamulis 31 12 36 31 41 71
Rudasill 82 29 49 32 56 18
Siert 39 63 27 39 17 73
Armato 39 48 34 47 67 67
Milite 48 19 88 35 45 49
Riebel 69 89 15 95 79 57
Wieberg 44 30 41 28 92 84
Beckstrand 38 48 40 75 5 43
Liew 28 0 40 56 15 71
Shirley 26 85 19 74 97 81
Lomartire 34 17 59 67 29 5
Toher 26 27 25 54 4 60
Age 95 24 14 59 38 61
Goguen 60 45 74 77 19 7
Vanhook 16 60 32 67 22 81
Ruocco 53 0 25 92 39 66
Moniak 30 35 49 99 91 72
Hard 12 58 93 52 78 20
Hagstrom 84 10 81 96 16 84
Destro 56 35 63 94 93 19
Bloch 44 20 67 92 99 54
Zerko 94 97 68 44 35 49
Schiver 18 89 43 41 86 67
Corvi 27 30 92 45 66 39
Messman 58 14 59 35 39 23
Furno 26 82 6 73 79 67
Harari 28 57 31 21 36 58
Weisinger 46 82 18 83 56 98
Blotsky 69 2 11 63 76 90
Buchal 63 5 72 37 16 30
Sneider 25 23 34 96 57 78
Chupik 36 55 66 11 74 23
Zugg 20 0 28 70 32 28
Fagundo 69 49 37 15 95 40
Horky 78 72 84 2 32 14
Eyermann 27 90 4 16 47 68
Dike 40 62 95 55 71 32
Choice 75 25 88 3 17 55
Nathanson 2 17 12 31 87 67
Kryzak 74 84 30 35 73 39
Barricelli 25 17 49 41 63 96
Verbeck 52 96 0 79 21 14
Sjostrand 79 24 93 46 82 56
Mcgirt 94 85 60 13 14 69
Fickel 83 39 12 18 9 98
Baptise 63 54 84 14 23 25
Lex 42 26 95 92 66 25
Grimsley 21 48 98 30 95 88
Foister 50 29 42 13 11 97
Dajer 73 70 29 56 31 40
Burriss 34 17 78 66 84 48
